Journals_Data_Title,journal_autofix_title,Journals_Data_ISSN,Journals_Data_INVBR,Journals_Data_Location,Journals_Data_Journal_Ext_Info,Source_Line,CLEAN_ISSN,CLEAN_TITLE,CLEAN_TITLE_ext,CLEAN_PUBLISHER
"IEEE Transactions on Systems, Man and Cybernetics: Part B, New York",IEEE Transactions on Systems,1083-4419,P-1151,Arhiv 1. krilo,"*do vol. 25 (1995) izlazi kao: IEEE Transactions on Systems, Man and Cybernetics|26B (1996) – 27B (1998)|30B (2000) – 31B (2001) No. 1-5,|32A (2002) No. 1-2,|33A (2003) – 35A (2005) No. 1,","IEEE Transactions on Systems, Man and Cybernetics: Part B, New York|ISSN 1083-4419|inv. br. P-1151||*do vol. 25 (1995) izlazi kao: IEEE Transactions on Systems, Man and Cybernetics||26B (1996) – 27B (1998)|30B (2000) – 31B (2001) No. 1-5,|32A (2002) No. 1-2,|33A (2003) – 35A (2005) No. 1, 				****Arhiv 1. krilo",,,,
"IEEE Transactions on Systems, Science and Cybernetics, (1965) New York",IEEE Transactions on Systems,,P-433,Arhiv 1. krilo,"SSC-3 (1967) No. …,2,|SSC-4 (1968) – SSC-6 (1970) 				|* od 1971. izlazi kao: IEEE Transactions on Systems, Man and Cybernetics","IEEE Transactions on Systems, Science and Cybernetics, (1965) New York|inv. br. P-433||SSC-3 (1967) No. …,2,|SSC-4 (1968) – SSC-6 (1970) 				****Arhiv 1. krilo||* od 1971. izlazi kao: IEEE Transactions on Systems, Man and Cybernetics",,,,
"Immunity, (1996) Cambridge",Immunity,1074-7613,P-1152,5. krilo," 8 (1998) – 16 (2002) No. 1,...|20 (2004) – 22 (2005) No. 1,2,...","Immunity, (1996) Cambridge|ISSN 1074-7613|inv. br. P-1152|| 8 (1998) – 16 (2002) No. 1,...|20 (2004) – 22 (2005) No. 1,2,...				****5. krilo",1074-7613,Immunity,,Cell Press
"Immunology Letters, (1979) Amsterdam",Immunology Letters,0165-2478,P-1153,5. krilo,"65 (1999) – 91 (2004) No. 1,...","Immunology Letters, (1979) Amsterdam|ISSN 0165-2478|inv. br. P-1153||65 (1999) – 91 (2004) No. 1,...				****5. krilo",,,,
"Industrial and Engineering Chemistry, (1909) Washington",Industrial and Engineering Chemistry,,P-199,Arhiv 1. krilo,48 (1956) – 60 (1968),"Industrial and Engineering Chemistry, (1909) Washington|inv. br. P-199||48 (1956) – 60 (1968)					****Arhiv 1. krilo",,,,
"Industrial and Engineering Chemistry – Fundamentals, (1962) Washington",Industrial and Engineering Chemistry – Fundamentals,,P-199A,Arhiv 1. krilo,1 (1962) – 7 (1968),"Industrial and Engineering Chemistry – Fundamentals, (1962) Washington|inv. br. P-199A||1 (1962) – 7 (1968)						****Arhiv 1. krilo",,,,
"Industrial and Engineering Chemistry - Process Design and Development, (1962) Washington",Industrial and Engineering Chemistry - Process Design and Development,0196-4305,P-199B,Arhiv 1. krilo,1 (1962) – 7 (1968),"Industrial and Engineering Chemistry - Process Design and Development, (1962) Washington|ISSN 0196-4305|inv. br. P-199B||1 (1962) – 7 (1968)						****Arhiv 1. krilo",,,,
"Industrial and Engineering Chemistry - Product Research and Development, Washington",Industrial and Engineering Chemistry - Product Research and Development,0196-4321,P-199C,Arhiv 1. krilo,1 (1962) – 7 (1968),"Industrial and Engineering Chemistry - Product Research and Development, Washington|ISSN 0196-4321 |inv. br. P-199C||1 (1962) – 7 (1968)						****Arhiv 1. krilo",,,,
"Industrial Research/Development, (1950) Chicago",Industrial Research/Development,0019-8730,P-465/D/1,Arhiv 1. krilo,"* prethodi mu:  Research/Development  29 (1978) No. 1-2|* Ind. R/D  vol. 20 (1978) No. 3-12  uvezan je greškom u :| Research/Development 29 (1978) |20 (1978) No. 3-12|21 (1979) – 24 (1982) No. 1-8,..., 10-12|25 (1983) No. …,12","Industrial Research/Development, (1950) Chicago|ISSN 0019-8730|inv. br. P-465/D/1||* prethodi mu:  Research/Development  29 (1978) No. 1-2||* Ind. R/D  vol. 20 (1978) No. 3-12  uvezan je greškom u :| Research/Development 29 (1978) ||20 (1978) No. 3-12|21 (1979) – 24 (1982) No. 1-8,..., 10-12|25 (1983) No. …,12						****Arhiv 1. krilo",,,,
"Informatica, (1977) Ljubljana ",Informatica,0350-5596,P-590,,"1 (1977) – 16 (1992) No. …,2-4|17 (1983) – 23 (1999)","Informatica, (1977) Ljubljana |ISSN 0350-5596|inv. br. P-590||1 (1977) – 16 (1992) No. …,2-4|17 (1983) – 23 (1999)",0350-5596,Informatica,,Slovensko društvo Informatika
"24 (2000) No. 1-2,…,4					",24 (2000) No. 1-2,,,Arhiv 1. krilo,"25 (2001) – 27 (2003) No. …,2-4	|28 (2004) – 44 (2020)					|------------------------------------------------------------------------|45 (2021)|46 (2022)      ---->","24 (2000) No. 1-2,…,4					|25 (2001) – 27 (2003) No. …,2-4	|28 (2004) – 44 (2020)					****Arhiv 1. krilo|------------------------------------------------------------------------||45 (2021)|46 (2022)      ----> 						**** 1. krilo",,,,
"Information Outlook, (1910) Washington",Information Outlook,1091-0808,P-1154,5. krilo (preklopne police),"4 (2000) No. …,12|5 (2001) No. 1,2,…5-7,…9,…11,…|6 (2002) No. …,5,6,…,8-12 |7 (2003) No. 1…,5,6,…8,9,…|8 (2004) |9 (2005) No. 1-9,…,11,12	|10 (2006) No. 1-10,|11 (2007) No. …,4-12|12 (2008) No. 1-2,…,4-12|13 (2009) No. 1","Information Outlook, (1910) Washington|ISSN 1091-0808|inv. br. P-1154||4 (2000) No. …,12|5 (2001) No. 1,2,…5-7,…9,…11,…|6 (2002) No. …,5,6,…,8-12 |7 (2003) No. 1…,5,6,…8,9,…|8 (2004) |9 (2005) No. 1-9,…,11,12	|10 (2006) No. 1-10,|11 (2007) No. …,4-12|12 (2008) No. 1-2,…,4-12|13 (2009) No. 1				      ****5. krilo (preklopne police)",,,,
"Information Processing Letters, (1971) Amsterdam",Information Processing Letters,0020-0190,P-1155,Arhiv 1. krilo,"69 (1999) – 89 (2004) No. 1-3,","Information Processing Letters, (1971) Amsterdam|ISSN 0020-0190|inv. br. P-1155||69 (1999) – 89 (2004) No. 1-3,				**** Arhiv 1. krilo",0020-0190,Information processing letters,,Elsevier ; North-Holland
Information Systems	,Information Systems,0306-4379,P-1156,Arhiv 1. krilo,"20 (1995) No. ...,2,","Information Systems	|ISSN 0306-4379|inv. br. P-1156||20 (1995) No. ...,2,						****Arhiv 1. krilo",,,,
"Informatologia, (1991) Zagreb ",Informatologia,1330-0067,P-1157,,"26 (1994) No. 1-2,|27 (1995) No. 1-4|28 (1996) No. 1-2,","Informatologia, (1991) Zagreb |ISSN 1330-0067|inv. br. P-1157||26 (1994) No. 1-2,|27 (1995) No. 1-4|28 (1996) No. 1-2,",1330-0067,Informatologia,,
33 (2000) – 36 (2003)					,33 (2000) – 36 (2003),,,Arhiv 1. krilo,36 (2004) – 41 (2008)					|----------------------------------------------------------------------,33 (2000) – 36 (2003)					|36 (2004) – 41 (2008)					****Arhiv 1. krilo|----------------------------------------------------------------------|,,,,
"Informatologia Yugoslavica, (1969) Zagreb",Informatologia Yugoslavica,0046-9483,P-481,Arhiv 1. krilo,"1 (1969) – 20 (1988) No. …,3-4|21 (1989) – 23 (1991) 					|*mijenja naziv u: Informatologia","Informatologia Yugoslavica, (1969) Zagreb|ISSN 0046-9483|inv. br. P-481||1 (1969) – 20 (1988) No. …,3-4|21 (1989) – 23 (1991) 					****Arhiv 1. krilo||*mijenja naziv u: Informatologia",,,,
"Infrared Physics, (1961) Oxford",Infrared Physics,0020-0891,P-528,Arhiv 1. krilo,"5 (1965) – 28 (1988) No. 1,…,3-6|29 (1989) – 34 (1993) 					|36 (1995) – 37 (1996)					|*od vol. 35 (1994) izlazi kao: Infrared Physics & Technology","Infrared Physics, (1961) Oxford|ISSN 0020-0891|inv. br. P-528||5 (1965) – 28 (1988) No. 1,…,3-6|29 (1989) – 34 (1993) 					|36 (1995) – 37 (1996)					****Arhiv 1. krilo|*od vol. 35 (1994) izlazi kao: Infrared Physics & Technology",,,,
"Infrared Physics & Technology, (1994) Oxford",Infrared Physics & Technology,1350-4495,P-1158,Arhiv 1. krilo,*do vol. 34 (1993) izlazi kao: Infrared Physics|35 (1994) – 32 (1996),"Infrared Physics & Technology, (1994) Oxford|ISSN 1350-4495|inv. br. P-1158||*do vol. 34 (1993) izlazi kao: Infrared Physics||35 (1994) – 32 (1996)					****Arhiv 1. krilo",1350-4495,Infrared physics and technology,,Pergamon
ING pregled sudske prakse,ING pregled sudske prakse,1331-2073,P-1159,Arhiv 1. krilo,1 (1997),ING pregled sudske prakse|ISSN 1331-2073|inv. br. P-1159||1 (1997)							****Arhiv 1. krilo,,,,
ING registar,ING registar,0352-3209,P-1160,Arhiv 1. krilo,38 (1995) – 43 (2000),ING registar|ISSN 0352-3209|inv. br. P-1160||38 (1995) – 43 (2000)					****Arhiv 1. krilo,,,,
"INIS Atomindex, (1970) Wien",INIS Atomindex,0373-3564,P-570,Arhiv 1. krilo,"8 (1977) – 26 (1995) No. 1-15,…,17-24|27 (1996) – 28 (1997)","INIS Atomindex, (1970) Wien|ISSN 0373-3564|inv. br. P-570||8 (1977) – 26 (1995) No. 1-15,…,17-24|27 (1996) – 28 (1997)					****Arhiv 1. krilo",,,,
"Inorganic and Nuclear Chemistry Letters, (1965) Oxford",Inorganic and Nuclear Chemistry Letters,0020-1650,P-424,3. krilo,(Suppl. to the J. Inorg. Nucl. Chem.)|1/2 (1966) – 17 (1981) 					|*od 1982. izlazi kao: Polyhedron,"Inorganic and Nuclear Chemistry Letters, (1965) Oxford|(Suppl. to the J. Inorg. Nucl. Chem.)|ISSN 0020-1650|inv. br. P-424||1/2 (1966) – 17 (1981) 					****3. krilo|*od 1982. izlazi kao: Polyhedron",,,,
"Inorganic Chemistry, (1961) Washington",Inorganic Chemistry,0020-1669,P-495,3. krilo,"1 (1962)|9 (1970) – 28 (1989)						|------------------------------------------------------------------------|29 (1990) – 45 (2006) No. 1-4,…				|46 (2007) – 48 (2009)","Inorganic Chemistry, (1961) Washington|ISSN 0020-1669|inv. br. P-495||1 (1962)|9 (1970) – 28 (1989)						****3. krilo|------------------------------------------------------------------------|29 (1990) – 45 (2006) No. 1-4,…				****5. krilo|46 (2007) – 48 (2009)|",0020-1669,Inorganic chemistry,,American Chemical Society
"Inorganica Chimica Acta, (1967) Padova ",Inorganica Chimica Acta,0020-1693,P-426,Arhiv 1. krilo,"1 (1967) – 69 (1983)|71 (1983) – 76 (1983) No. …,5-6|77 (1983)|79 (1983) – 247 (1996) No. 1,|248 (1996) – 266 (1997)","Inorganica Chimica Acta, (1967) Padova |ISSN 0020-1693|inv. br. P-426||1 (1967) – 69 (1983)|71 (1983) – 76 (1983) No. …,5-6|77 (1983)|79 (1983) – 247 (1996) No. 1,|248 (1996) – 266 (1997)					****Arhiv 1. krilo",0020-1693,Inorganica chimica acta,,Elsevier
"Inorganica Chimica Acta - Reviews, (1967) Padova",Inorganica Chimica Acta - Reviews,0073-8085,P-458,Arhiv 1. krilo,1 (1967) – 7 (1973) 						|*prestao izlaziti!,"Inorganica Chimica Acta - Reviews, (1967) Padova|ISSN 0073-8085|inv. br. P-458||1 (1967) – 7 (1973) 						****Arhiv 1. krilo |*prestao izlaziti!",,,,
"Inorganic Synthesis, New York",Inorganic Synthesis,,P-1161,3. krilo,1 (1939) – 12 (1970)|14 (1973)|16 (1973) – 17 (1977)		Sgn. 04.31/5,"Inorganic Synthesis, New York|inv. br. P-1161||1 (1939) – 12 (1970)|14 (1973)|16 (1973) – 17 (1977)		Sgn. 04.31/5			****3. krilo",,,,
"Instrumentation Science and Technology, (1994) New York",Instrumentation Science and Technology,1073-9149,P-1162,Arhiv 1. krilo,* do vol. 21 (1993) izlazi kao: Analytical Instrumentation|22 (1994) – 32 (2004),"Instrumentation Science and Technology, (1994) New York|ISSN 1073-9149|inv. br. P-1162||* do vol. 21 (1993) izlazi kao: Analytical Instrumentation||22 (1994) – 32 (2004) 					**** Arhiv 1. krilo",1073-9149,Instrumentation science & technology,,Marcel Dekker
"International Atomic Energy Agency Bulletin, (1959) Wien",International Atomic Energy Agency Bulletin,0020-6067,P-412,Arhiv 1. krilo,1 (1959) – 21 (1979)|23 (1981) – 32 (1990),"International Atomic Energy Agency Bulletin, (1959) Wien|ISSN 0020-6067|inv. br. P-412||1 (1959) – 21 (1979)|23 (1981) – 32 (1990)					****Arhiv 1. krilo",0020-6067,IAEA bulletin,,IAEA
"International Electronics, (1960) New York",International Electronics,,P-1163,Arhiv 1. krilo,"1 (1960) – 4 (1963) No. 1-2,..., 4-6|5 (1963) – 7 (1964)|10 (1965) No. ..,2,|12 (1966) No. …,2-3,","International Electronics, (1960) New York|inv. br. P-1163||1 (1960) – 4 (1963) No. 1-2,..., 4-6|5 (1963) – 7 (1964)|10 (1965) No. ..,2,|12 (1966) No. …,2-3,						****Arhiv 1. krilo",,,,
"International Journal of Applied Radiation and Isotopes, (1956) Oxford",International Journal of Applied Radiation and Isotopes,0020-708X,P-213,Arhiv 1. krilo,1 (1956-57) – 36 (1985) 					|*od vol. 37 (1986) izlazi kao: Applied Radiation and Isotopes,"International Journal of Applied Radiation and Isotopes, (1956) Oxford|ISSN 0020-708X|inv. br. P-213||1 (1956-57) – 36 (1985) 					****Arhiv 1. krilo||*od vol. 37 (1986) izlazi kao: Applied Radiation and Isotopes",,,,
"International Journal of Biochemistry, (1970) London",International Journal of Biochemistry,0020-711X,P-538,3. krilo,"1 (1970) – 3 (1972) No. …,13-14,...,16-18|4 (1973) – 21 (1989)						|-----------------------------------------------------------------------|22 (1990) – 26 (1994)					|*od vol. 27 (1994) izlazi kao: International Journal of Biochemistry and Cell Biology (ISSN 1357-2725)","International Journal of Biochemistry, (1970) London|ISSN 0020-711X|inv. br. P-538||1 (1970) – 3 (1972) No. …,13-14,...,16-18|4 (1973) – 21 (1989)						****3. krilo|-----------------------------------------------------------------------|22 (1990) – 26 (1994)					****5. krilo||*od vol. 27 (1994) izlazi kao: International Journal of Biochemistry and Cell Biology (ISSN 1357-2725)",,,,
"International Journal of Biochemistry and Cell Biology, (1994) Oxford",International Journal of Biochemistry and Cell Biology,1357-2725,P-1164,5. krilo,"*do vol. 26 (1994) izlazi kao: International Journal Of Biochemistry (ISSN 0020-711X)|27 (1994) – 36 (2004) No. 1,2,…","International Journal of Biochemistry and Cell Biology, (1994) Oxford|ISSN 1357-2725|inv. br. P-1164||*do vol. 26 (1994) izlazi kao: International Journal Of Biochemistry (ISSN 0020-711X)||27 (1994) – 36 (2004) No. 1,2,…				****5. krilo",1357-2725,International journal of biochemistry and cell biology,,Pergamon ; Elsevier
International Journal of Clinical Pharmacology and Therapeutics (1994) M(nchen,International Journal of Clinical Pharmacology and Therapeutics (1994) M(nchen,0946-1965,P-1165,Arhiv 1. krilo,34 (1996) – 37 (1999),International Journal of Clinical Pharmacology and Therapeutics (1994) M(nchen|ISSN 0946-1965|inv. br. P-1165||34 (1996) – 37 (1999)					****Arhiv 1. krilo,,,,
"International Journal of Control, (1955) London",International Journal of Control,0020-7179,P-222a/1,Arhiv 1. krilo,* do vol. 2 (1966) izlazi kao: Journal of Control|3 (1966) – 34 (1981),"International Journal of Control, (1955) London|ISSN 0020-7179|inv. br. P-222a/1||* do vol. 2 (1966) izlazi kao: Journal of Control||3 (1966) – 34 (1981)						****Arhiv 1. krilo",,,,
"International Journal of Electronics, (1959) London",International Journal of Electronics,0020-7217,P-222b,Arhiv 1. krilo,* do vol. 17 (1964) izlazi kao: Journal of Electronics and Control|18 (1965) – 25 (1968)|28 (1970) – 51 (1981)|54 (1983) – 63 (1987)|66 (1989) – 75 (1993),"International Journal of Electronics, (1959) London|ISSN 0020-7217|inv. br. P-222b||* do vol. 17 (1964) izlazi kao: Journal of Electronics and Control||18 (1965) – 25 (1968)|28 (1970) – 51 (1981)|54 (1983) – 63 (1987)|66 (1989) – 75 (1993)					****Arhiv 1. krilo",,,,
"International Journal of Environmental Analytical Chemistry, (1971) London",International Journal of Environmental Analytical Chemistry,0092-9085,P-507,3. krilo,"1 (1971-72)|3 (1973-74) – 10 (1981)|20 (1985) – 21 (1985)|24 (1986) – 25 (1986)|28 (1987) – 29 (1987)|32 (1988) – 37 (1989) 					|-------------------------------------------------------------------------|38 (1990) – 62 (1996) No 1-3, 				|63 (1996) – 74 (1999)|76 (2000) – 84 (2004)","International Journal of Environmental Analytical Chemistry, (1971) London|ISSN 0092-9085|inv. br. P-507||1 (1971-72)|3 (1973-74) – 10 (1981)|20 (1985) – 21 (1985)|24 (1986) – 25 (1986)|28 (1987) – 29 (1987)|32 (1988) – 37 (1989) 					****3. krilo|-------------------------------------------------------------------------|38 (1990) – 62 (1996) No 1-3, 				****5. krilo|63 (1996) – 74 (1999)|76 (2000) – 84 (2004)",,,,
"International Journal of Modern Physics A, (1986) Singapore ISSN 0217-751X",International Journal of Modern Physics A,,P-683,Arhiv 1. krilo,"1 (1986)|3 (1988) No. 1-12,|4 (1989) No. 1-14,…,16-20|5 (1990) No. 1-21,…,23-24|6 (1991) No. 1-30 |7 (1992) – 8 (1993) No. 1-25,…,27-32|9 (1994) – 10 (1995)	|11 (1996) No. 1-13,…,15-32					|12 (1997) – 21 (2006) No.1,					|-------------------------------------------------------------------------","International Journal of Modern Physics A, (1986) Singapore ISSN 0217-751X|inv. br. P-683||1 (1986)|3 (1988) No. 1-12,|4 (1989) No. 1-14,…,16-20|5 (1990) No. 1-21,…,23-24|6 (1991) No. 1-30 |7 (1992) – 8 (1993) No. 1-25,…,27-32|9 (1994) – 10 (1995)	|11 (1996) No. 1-13,…,15-32					|12 (1997) – 21 (2006) No.1,					****Arhiv 1. krilo|-------------------------------------------------------------------------|",,,,
"International Journal of Modern Physics B, (1987) Singapore ",International Journal of Modern Physics B,0218-9792,P-1166,Arhiv 1. krilo,14 (2000) – 19 (2005),"International Journal of Modern Physics B, (1987) Singapore |ISSN 0218-9792|inv. br. P-1166||14 (2000) – 19 (2005) 					****Arhiv 1. krilo",,,,
"International Journal of Modern Physics E, (1992) Singapore SVE JE U ARHIVU ",International Journal of Modern Physics E,0218-3013,P-708,Arhiv 1. krilo,"1 (1992) No. …,4|3 (1994) – 4 (1995)|6 (1997) – 8 (1999) No. 1,|9 (2000) – 14 (2005) No. 1,					|-----------------------------------------------------------------------","International Journal of Modern Physics E, (1992) Singapore SVE JE U ARHIVU |ISSN 0218-3013|inv. br. P-708||1 (1992) No. …,4|3 (1994) – 4 (1995)|6 (1997) – 8 (1999) No. 1,|9 (2000) – 14 (2005) No. 1,					****Arhiv 1. krilo|-----------------------------------------------------------------------",0218-3013,International journal of modern physics E,,World Scientific Publishing
"International Journal of Peptide and Protein Research, (1968) Copenhagen",International Journal of Peptide and Protein Research,0367-8377,P-652,3. krilo,23 (1984) – 34 (1988) 					|-----------------------------------------------------------------------|35 (1989) – 48 (1996)					|* od vol. 49 (1997) izlazi kao: Journal of Peptide Research,"International Journal of Peptide and Protein Research, (1968) Copenhagen|ISSN 0367-8377|inv. br. P-652||23 (1984) – 34 (1988) 					****3. krilo|-----------------------------------------------------------------------|35 (1989) – 48 (1996)					****5. krilo||* od vol. 49 (1997) izlazi kao: Journal of Peptide Research",0367-8377,International journal of peptide and protein research,,Munksgaard
"International Journal of Quantum Chemistry, (1967) New York",International Journal of Quantum Chemistry,0020-7608,P-441,3. krilo,"1 (1967) – 35 (1989) No. 1-4|36 (1989)							|------------------------------------------------------------------------|37 (1990) – 100 (2004)|101 (2005) No. …,5,6|102 (2005) No. …,2,…|111 (2011) No. …7-12,…,14-15|112 (2012) No. 1-14,…","International Journal of Quantum Chemistry, (1967) New York|ISSN 0020-7608|inv. br. P-441||1 (1967) – 35 (1989) No. 1-4|36 (1989)							****3. krilo|------------------------------------------------------------------------|37 (1990) – 100 (2004)|101 (2005) No. …,5,6|102 (2005) No. …,2,…|111 (2011) No. …7-12,…,14-15|112 (2012) No. 1-14,…					****5. krilo",0020-7608,International journal of quantum chemistry,,John Wiley & Sons
"International Journal of Radiation Biology and Related Studies in Physics, Chemistry and Medicine, (1959) London",International Journal of Radiation Biology and Related Studies in Physics,0020-7616,P-292,3. krilo,1 (1959) – 56 (1989)						|-----------------------------------------------------------------------|57 (1990) – 80 (2004),"International Journal of Radiation Biology and Related Studies in Physics, Chemistry and Medicine, (1959) London|ISSN 0020-7616|inv. br. P-292||1 (1959) – 56 (1989)						****3. krilo|-----------------------------------------------------------------------|57 (1990) – 80 (2004)					****5. krilo",,,,
"International Journal of Radiation Oncology Biology Physics, (1969) Bethesda",International Journal of Radiation Oncology Biology Physics,0360-3106,P-1167,Arhiv 1. krilo,"31 (1995) – 33 (1995) |61 (2005) – 70 (2008) |71 (2008) No. 1-4,…,S1|72 (2008) |73 (2009)|74 (2009) No. 1-3,…,5|75 (2009) No. …,2-3,…,S3|76 (2010)|77 (2010)|78 (2010) No. …,2-4,…,S3|79 (2011) No. …,2,…|80 (2011) No. 1-4,…|82 (2012) No. …,4-5|83 (2012) No. 1,2,…|84 (2012) No. …,3-5,S3|87 (2013) No. …,3,…,5|88 (2014)|89 (2014) No. …,2-3,…,5|90 (2014) No. …,2-5, S5|91 (2015) No. …,2-3,…|92 (2015) No. …,5|93 (2015) No. 1,…,4-5|94 (2016) No. 1,…|95 (2016) No. …3,…,5|96 (2016) No. 1-2,…	|97 (2017) No. 1-2,…,5|98 (2017) No. 1-4,…|99 (2017) No. 1-5, S25|100 (2018)    ----- >","International Journal of Radiation Oncology Biology Physics, (1969) Bethesda|ISSN 0360-3106|inv. br. P-1167||31 (1995) – 33 (1995) |61 (2005) – 70 (2008) |71 (2008) No. 1-4,…,S1|72 (2008) |73 (2009)|74 (2009) No. 1-3,…,5|75 (2009) No. …,2-3,…,S3|76 (2010)|77 (2010)|78 (2010) No. …,2-4,…,S3|79 (2011) No. …,2,…|80 (2011) No. 1-4,…|82 (2012) No. …,4-5|83 (2012) No. 1,2,…|84 (2012) No. …,3-5,S3|87 (2013) No. …,3,…,5|88 (2014)|89 (2014) No. …,2-3,…,5|90 (2014) No. …,2-5, S5|91 (2015) No. …,2-3,…|92 (2015) No. …,5|93 (2015) No. 1,…,4-5|94 (2016) No. 1,…|95 (2016) No. …3,…,5|96 (2016) No. 1-2,…	|97 (2017) No. 1-2,…,5|98 (2017) No. 1-4,…|99 (2017) No. 1-5, S25|100 (2018)    ----- >					****Arhiv 1. krilo",,,,
